action	reward
0	1.8255111545554434
1	0.7294965609839984
2	2.8052172713633046
2	0.008215500510444285
0	0.06717115061092871
2	0.526966861807677
1	0.5414612202490917
0	0.0
2	0.2485665529991279
1	0.6471895115742501
2	1.9183877713094173
2	1.9616706775524602
2	1.3009185525356326
2	0.3889214239791038
1	0.7214883401940817
0	0.6204837511179113
2	2.6684635030470005
2	0.7155903934181405
2	0.6437387821518843
2	0.33791122550713326
1	0.0
0	0.0
2	2.4979324429601935
2	0.7181083289788565
2	0.05856803480519435
2	0.30055893378967813
2	0.7963242702872942
1	0.05202130106440961
2	0.0
0	0.5803323859868507
2	0.6719948779563594
0	0.9421131105064978
2	0.21099055914045906
0	0.9271545530678674
0	1.9091809873814745
0	0.8504572496981511
0	3.9803860209412965
0	0.9200902786181921
0	0.9948453909752379
0	0.7857857007138075
0	1.4689671435774587
0	0.0
0	2.187045351228928
0	0.0
0	3.454560360982303
0	0.0
0	2.9178864414688648
0	1.6447476550861408
0	0.6971187589179115
0	0.9235301597834695
0	0.5389344076221869
0	0.0
0	1.4640123913131216
0	0.056730730227042114
1	0.03198345904714395
0	1.5382761697862342
0	0.1982474901722242
2	0.0666900087671014
0	1.7211949277913332
0	0.562231842228457
0	0.7250271422830349
0	0.0
2	0.5766615140151552
0	1.6622715065198035
0	0.5604759520061858
0	1.238689028042678
0	2.506025849679014
0	0.7388088221833617
0	1.7817726048395048
0	0.14547353818653175
0	0.0
2	1.6454125603630039
2	0.0
1	0.0
0	0.6526145763366384
2	2.810608282639145
2	0.3804513067837433
2	0.059464151600338466
2	0.8595481223571533
0	1.952924643872089
0	0.308857362719261
0	2.5893606125679534
0	0.5107065055436453
0	0.9949173481609178
0	0.5481371367796873
2	1.624670796222508
2	2.8752408953338557
2	2.244745509905262
2	0.24714674032210748
2	1.340123698629872
2	0.16705292878227218
2	1.8205115324321095
2	0.5783359149262727
2	1.0520444972357503
2	0.35574256098508794
2	0.0
0	3.0905968049015544
0	0.5898700283209505
0	0.3750154314555698
0	0.39021479691361005
0	2.408956705518503
0	0.14453053105975355
0	0.7440974792826482
0	0.0
2	0.0
0	1.1852751250739026
0	1.4169010102500343
0	2.297751353216617
0	0.0
0	0.2109787607076542
1	0.6340699793474432
2	0.32708683239296055
0	0.636034775691596
0	0.9207106577346496
2	0.0
0	0.5787585033235025
1	0.8081367518135681
0	0.9886953333678197
1	1.9260382802485345
1	0.9625209931505372
1	1.2056978104822327
1	0.0
1	0.8349882039584006
1	1.3021824644028177
1	0.7811905020763782
1	0.8452567928495625
1	0.1736297444297883
0	2.367463871115438
0	0.9668601742194953
0	0.22532844187566514
0	0.8348962244087597
0	0.11261366554055718
2	0.0006013802138458146
0	0.0
1	1.4075715385335956
1	1.9636566457435876
1	1.2723194563320386
1	0.9739844048523552
1	2.2603396157517155
1	0.9522941439375061
1	0.7015685660618728
1	0.7676522699834736
1	0.09384515343330624
1	0.07374101339780592
1	0.4285396081429238
2	0.5863003535907844
0	1.8675378199136854
0	2.471344075178315
0	0.0
0	1.422973648235516
0	1.6519144443407985
0	4.066220476820962
0	0.35055481136788813
0	0.7833495989078056
0	0.8784578637166129
0	0.2547169438433421
0	0.28008240186649946
0	1.725899997166389
0	1.4534968270387512
0	0.17202487212200523
0	0.32798228976460253
0	0.6747986499672789
0	1.3195833299757433
0	0.3985966813589723
2	0.024013200671349266
1	1.7668374672671239
1	0.0
0	0.0
1	1.4259872618758413
1	0.6460450235663548
1	0.0
0	0.5743780480979319
0	2.976069685744335
0	0.3040158050450741
0	0.0
2	0.6251912942023425
0	0.9011080934228366
0	0.7168311350738418
0	0.5849826802256783
2	0.0
0	0.035782841793950526
1	0.5733308203802244
0	0.10747722838614726
1	0.0
2	1.4975114500078701
2	0.0
0	0.7054868313928102
0	0.0
2	0.7761098196031728
2	0.48770917425995464
0	0.8221371590644401
0	1.4003505595327903
0	2.0420589767106376
0	1.5151931716642475
0	2.7389223180206343
0	0.3581253751659865
0	0.0866813231145428
0	0.39675188715342524
0	0.0
1	0.004899414988575601
0	0.990744718241222
0	0.830694265517731
2	2.345513419193511
2	2.8660529382632283
2	2.298226596356159
2	2.5111410951600117
2	1.7769797738230004
2	0.7127290927531429
2	0.6795011870470907
2	0.34015700322973297
2	1.0717978591582287
2	0.76048659866525
2	1.249881923335967
2	1.2284028713359074
2	1.1709591715212437
2	1.040050514409296
2	0.2867688654485352
2	1.3906042121836368
2	0.7819300519063854
2	1.342301560578792
2	1.6823507030899352
2	0.4759448701003268
2	0.31227096278138466
2	1.688221936478085
2	0.7376430333919004
2	1.69023742102197
2	0.3876742119556893
2	2.6307986799870324
2	0.04826559500189531
2	1.9088509607983795
2	0.6066925067405504
2	0.2352831505243982
2	0.8155104066590114
2	0.15026538974556725
2	0.0
2	2.3197937941238047
2	0.3983355510982354
2	0.2771208894369578
2	1.1538152862325242
2	0.7106983623453926
2	1.35153488389492
2	0.7745898301037479
2	0.5919027832141105
2	0.6064020253284905
2	1.2246834780037015
2	0.7656760177957098
0	0.9857696351964191
2	0.0
0	3.5009130148078875
0	0.0
0	0.4830084134337993
0	2.9148937628558036
0	1.9213297718605433
0	1.5454811007079263
0	0.6523489656890211
0	0.9342860382578622
0	1.547112456618598
0	0.18335624310512755
0	0.0
0	0.013737858616478582
0	1.5243943437184393
0	0.6482927516147521
0	2.90708779865924
0	2.3280949573343417
0	0.0
0	0.19930390910700002
0	0.5121491196209004
0	2.3398343129657446
0	0.6320099715204817
0	1.1887492050255177
0	0.1474724544653564
0	1.4614119917168056
0	0.8999457934389484
0	0.406612845033848
0	0.46274514530949107
0	0.7940580054680866
2	0.5412967913042166
0	1.1363682838034639
0	0.8954167756318381
0	0.0
1	0.07643902091821697
2	0.4971934558568165
0	0.022610530546880114
2	0.47320397138856884
0	0.3559062195172905
2	0.8454843190041773
2	0.4171753663098261
0	1.2223489048683485
0	0.0
1	1.1638051580693785
1	0.7955683661434495
1	0.0
2	0.9691610793174537
2	1.4178525865004472
2	1.3790248598310746
2	0.9702543513792807
2	0.9515378300015388
2	0.0
0	1.442331572233684
0	1.3138028998513542
0	0.0
0	0.0
2	0.3656857579094013
0	0.0
2	0.8539152080797747
2	0.754926863064868
2	0.23092209537827701
0	1.497799688976973
0	0.0
1	1.3273674786579543
1	0.32788530641565194
0	1.0669112591453578
0	0.7515396876083913
2	0.0
0	0.18482401447839825
1	0.7320800833698843
1	0.0
0	0.0
2	0.7420236612145675
2	1.353142393398276
2	1.804992312696768
2	0.18740327292912107
2	0.7534121036013652
2	1.4174010734325913
2	0.5195715957361278
0	0.0
2	0.009390369621182337
0	1.6029790710462573
0	0.21422579116044838
0	0.0
2	0.36608030867065855
1	0.24357250030214583
2	1.6796753248103
2	1.835442275926332
2	0.0
